Unnamed:0,author sentiment,sentiment,text,date,likecount,movie
3165,@cowboy_sanju,1,Everyone had it in their nokia mobile in 3gp format. Those were the days. ❤️,2021-05-01T12:55:18Z,259,happy_video1_kungfu cow (1).xlsx
3166,@ben737D,0,"McDonald’s: Time to make some hamburgers, we just need some beef...
Butcher: How ‘bout that cow?
Cow: MOOOOOOO
*Boss Music Starts Playing*",2021-03-05T21:06:02Z,243,happy_video1_kungfu cow (1).xlsx
3167,@vishrutsharma8885,0,Enough internet for today,2018-06-14T08:47:08Z,220,happy_video1_kungfu cow (1).xlsx
3168,@ditoalfrido,0,im impressed of that powerful sprays,2021-10-29T12:58:29Z,215,happy_video1_kungfu cow (1).xlsx
3169,@mview24live,1,"""This scene is an absolute classic! 😂 The cow fight in 'Kung Pow: Enter the Fist' is hilariously over-the-top and never gets old. Pure comedy gold! 🐄💥""",2024-05-19T19:19:26Z,202,happy_video1_kungfu cow (1).xlsx
3170,@hangukhiphop,2,"If cows could do this in real life, there would be no dairy farms",2019-02-09T11:13:03Z,192,happy_video1_kungfu cow (1).xlsx
3171,@sergiodiaz2201,0,Still better than dragon ball evolution,2018-04-27T00:48:24Z,183,happy_video1_kungfu cow (1).xlsx
3172,@gunaeditzchannel7928,2,Ha ha very funny,2017-11-26T01:41:10Z,181,happy_video1_kungfu cow (1).xlsx
3173,@BonazaiGirl,0,"Just goes to show you: drinking milk isn't what makes you strong, it's how to get the milk from the cow that does!",2016-08-17T12:44:58Z,172,happy_video1_kungfu cow (1).xlsx
3174,@guccifeels443,2,"lol, this is my profile picture",2016-07-10T05:07:49Z,160,happy_video1_kungfu cow (1).xlsx
3175,@comelytravel,1,This is the greatest film ever made in the history of mankind,2021-09-29T11:27:18Z,155,happy_video1_kungfu cow (1).xlsx
3176,@NaveenKumar-vp5wm,2,Tamil Nadu Vadivelu sir is history breaking comedy 😍nj😍,2021-09-27T08:26:07Z,154,happy_video1_kungfu cow (1).xlsx
3177,@goldking7405,2,1:30 who think about undertaker🤣🤣,2019-03-12T08:47:31Z,146,happy_video1_kungfu cow (1).xlsx
3178,@meltup3668,0,I remember this being on my windows XP computer back when I was a kid 😂,2019-10-14T04:19:06Z,145,happy_video1_kungfu cow (1).xlsx
3179,@rajeshsharmajaipur,0,This was the era of Windows XP and Nokia phones.,2020-09-06T13:49:18Z,145,happy_video1_kungfu cow (1).xlsx
3180,@ajaytyagi9480,0,Oh i watched that scene .....when i was soooo small ...and i just have a slight memory of it ....thank you for ....your video ....!!,2018-06-14T10:11:02Z,140,happy_video1_kungfu cow (1).xlsx
3181,@Lopzztony,0,"I watched this scene as a kid probably like 100 times, such a good old days when u didn’t have responsibilities 😂😂😂",2023-02-18T04:44:48Z,137,happy_video1_kungfu cow (1).xlsx
3182,@dunkyfunky9478,0,"I can't believe I thought this cow was the most realistic animal I saw in a movie, when I was a kid🤦",2022-12-08T06:59:17Z,127,happy_video1_kungfu cow (1).xlsx
3183,@Explosivepiss,2,"To this day, this movie is one of the most hilarious and ORIGINAL ideas I've ever seen. Classic film. God how I wish there was a sequel. Born in 90, this movie was perfection for being 12 at the time. Must've watched it over 100 times over the years.",2022-03-12T06:38:07Z,123,happy_video1_kungfu cow (1).xlsx
3184,@Bicorn711,1,"My personal favourite fight scene of all time. I actually wrote an essay on this movie, my teacher failed me, but after she saw the movie she gave me a B+ 🤣",2023-04-11T19:34:52Z,119,happy_video1_kungfu cow (1).xlsx
3185,@Fearless4Fortune,0,Legend: Using infra-red / Bluetooth transfer this video,2021-05-07T19:03:30Z,115,happy_video1_kungfu cow (1).xlsx
3186,@prettybadgamer3279,2,I love this movie it is hilarious,2016-12-07T20:11:24Z,109,happy_video1_kungfu cow (1).xlsx
3187,@KingDuken,2,Well cows are technically female. So I guess you could say he was punching her in the boobs like crazy at 1:44 lol,2015-12-08T23:54:04Z,105,happy_video1_kungfu cow (1).xlsx
3188,@kaminobatto,0,"I remember seeing this a very long time back, I don't remember where and how, but it's definitely nostalgic!",2021-07-20T17:34:42Z,104,happy_video1_kungfu cow (1).xlsx
3189,@solidgator123,2,1:31 Did the cow.actually do a tombstone pile driver? 😂😂😂,2023-04-01T15:45:49Z,103,happy_video1_kungfu cow (1).xlsx
3190,@PERMAFROSTable,0,"This scene brings back memories! As a child, I seen this movie about a million times, and didn’t even know what was going on!",2021-03-11T12:23:41Z,102,happy_video1_kungfu cow (1).xlsx
3191,@salmanmansuri8322,2,My dad used to scare me with this video when I was a child 😂 and I'm still scarred to watch this,2020-11-20T06:31:00Z,99,happy_video1_kungfu cow (1).xlsx
3192,@EAT_THIS24,2,This is one of the best comedy I've ever watch in my whole life. This movie is legendary for those who watch it.,2023-06-11T17:21:17Z,94,happy_video1_kungfu cow (1).xlsx
3193,@i40329,0,Mooo-trix,2019-02-08T13:02:53Z,92,happy_video1_kungfu cow (1).xlsx
3194,@100xStock,0,Indian Farmers and agriculture YT CHANNEL :- Kheti KiShan,2017-10-24T09:51:27Z,91,happy_video1_kungfu cow (1).xlsx
3195,@ayushsinghrathore3394,2,After 20 years me watching again 🤣❤️,2022-12-20T15:02:59Z,89,happy_video1_kungfu cow (1).xlsx
3196,@kevinsomosot9976,0,The Chosen One VS. the cow,2016-10-08T06:07:31Z,86,happy_video1_kungfu cow (1).xlsx
3197,@peterg.1075,1,Still better than most movies nowadays,2021-03-09T17:50:43Z,85,happy_video1_kungfu cow (1).xlsx
3198,@keepNjoying,0,Who is here in 2025😅,2024-05-31T09:16:35Z,84,happy_video1_kungfu cow (1).xlsx
3199,@Slayerx49,0,"That's how a true man earns his Steak in my family!
You can eat what you have killed with your bare hands.",2016-04-05T16:13:52Z,83,happy_video1_kungfu cow (1).xlsx
3200,@harshhh7926,2,Haters will say this is photoshopped😂,2020-08-08T06:48:55Z,81,happy_video1_kungfu cow (1).xlsx
3201,@ledsabbath9452,0,This is the hell and heaven of YouTube right here.,2021-04-26T02:55:06Z,81,happy_video1_kungfu cow (1).xlsx
3202,@vj7_87-7,0,*2018*,2018-05-04T04:48:32Z,80,happy_video1_kungfu cow (1).xlsx
3203,@manuja_17,0,"I remember this movie when i was a kid and i was like damn how come a cow can do all these moves, i'd like dad to buy us karate Cow like that one.",2021-05-04T06:21:23Z,79,happy_video1_kungfu cow (1).xlsx
3204,@seemakanojia4204,2,I cant stop laughing childhood memories 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2022-12-17T13:00:06Z,79,happy_video1_kungfu cow (1).xlsx
3205,@AmanEyes,0,Oh my god! I was used to watch it on my dad's feature phone back in 2008/9 and now YouTube suggesting me this. It brings my childhood back. Thank you YouTube.,2023-09-11T07:02:19Z,78,happy_video1_kungfu cow (1).xlsx
3206,@parthamohan5891,1,"This is what made our childhood memorable...love from Assam,India❤️❤️❤️",2021-05-05T17:52:57Z,77,happy_video1_kungfu cow (1).xlsx
3207,@VishalRaj-hr6mp,1,I love milk😂😂,2018-01-09T23:29:33Z,76,happy_video1_kungfu cow (1).xlsx
3208,@MdSamiulSami,1,Nice 👍,2018-02-28T12:40:22Z,72,happy_video1_kungfu cow (1).xlsx
3209,@imraneyubov1,1,this scene was on my phone and I used to watch it everyday as a kid. Good times.,2020-03-21T15:36:15Z,72,happy_video1_kungfu cow (1).xlsx
3210,@PresidentFunnyValentine,0,"My dad lied to me the first time he showed this clip to me a long time ago.

He told me that the guy was Tom Cruise.",2021-03-06T09:22:25Z,70,happy_video1_kungfu cow (1).xlsx
3211,@computernerd3183,0,That cow had some Beef-with him huh,2016-12-01T06:04:57Z,69,happy_video1_kungfu cow (1).xlsx
3212,@ParhamAz,0,I don't even know when was the last time I watched this.,2021-02-07T13:52:43Z,68,happy_video1_kungfu cow (1).xlsx
3213,@littlemstudios4770,0,This was probably how humans discovered cow milk🤔🐄🥛,2019-08-02T15:28:41Z,68,happy_video1_kungfu cow (1).xlsx
3214,@STOPHACKING..,2,This is never getting old.. 😂 the best epic clip ever!,2021-02-02T04:20:12Z,67,happy_video1_kungfu cow (1).xlsx
3215,@affegaming4853,1,This is the best movie fight i have ever seen in My life😄,2020-04-10T11:10:17Z,67,happy_video1_kungfu cow (1).xlsx
3217,@ayushnrn9173,2,this scene never gets old😂😂 epic one,2023-03-25T11:20:58Z,65,happy_video1_kungfu cow (1).xlsx
3218,@BlokeOzzie,2,Quite possibly the most screwed up fighting sequence I've ever had the joy of touching myself to.,2017-01-23T12:40:02Z,63,happy_video1_kungfu cow (1).xlsx
3219,@airena1449,1,I remember my dad showing me this clip like a million times about 10 years ago and I only had/have to say.....who made this....and why???,2020-02-04T10:01:15Z,62,happy_video1_kungfu cow (1).xlsx
3220,@shakv2995,0,"Headbutt and tombstone piledriver!!!
1:30",2021-03-05T14:55:47Z,62,happy_video1_kungfu cow (1).xlsx
3221,@mts3910,0,I remember when I used to beat and karate cows because of this movie.,2019-11-24T14:57:54Z,60,happy_video1_kungfu cow (1).xlsx
3222,@yamatonoryuujin4871,2,"Farmer: My Cow is sick I think it has Rabies, pls. help me!
PETA: SAY NO MORE!",2021-03-05T16:04:05Z,60,happy_video1_kungfu cow (1).xlsx
3223,@Alastair_,0,"I recently told a colleague about this movie and he didn't believe me it existed, I showed him this scene and he still doesn't believe me it exits.",2023-10-24T20:58:34Z,59,happy_video1_kungfu cow (1).xlsx
3224,@Nyctoblivion,0,1:39 what are you doing step cow,2021-02-07T06:48:59Z,58,happy_video1_kungfu cow (1).xlsx
3225,@user-tb6ji7lx3m,1,This scene looked so realistic when I was a kid,2020-04-22T17:33:40Z,58,happy_video1_kungfu cow (1).xlsx
3226,@zombiezombie3203,0,this is the first youtube video that i have seen,2016-10-12T15:46:37Z,55,happy_video1_kungfu cow (1).xlsx
3227,@ultra6466,1,About time this masterpiece got a million views!,2016-07-02T17:25:07Z,54,happy_video1_kungfu cow (1).xlsx
3228,@Ashleyrae11,1,"I’ve been looking for this, thank you for the blessing",2020-04-06T18:44:17Z,54,happy_video1_kungfu cow (1).xlsx
3229,@TheUngiftedGamer,0,Why does tom cruise hate this cow,2016-12-13T08:00:02Z,54,happy_video1_kungfu cow (1).xlsx
3230,@samimashrafi8571,0,Now days kids doesn't knows how it was the feel when watching this clips with bluetooth,2021-04-26T18:41:43Z,53,happy_video1_kungfu cow (1).xlsx
3231,@ben737D,0,1:11 The birb in the background tho,2021-03-05T21:09:44Z,52,happy_video1_kungfu cow (1).xlsx
3232,@bubbabibleman5970,0,"You know for a non-martial artist, Steve Oedekerk can stage a pretty decent fight, even if it's against a cgi cow.",2021-06-20T05:52:45Z,52,happy_video1_kungfu cow (1).xlsx
3233,@timothyzadeng6133,0,Oh this takes me back,2020-11-07T14:29:06Z,51,happy_video1_kungfu cow (1).xlsx
3234,@someone-yw2qw,1,"Ohhh the nostalgia is real , i remember  mom sending this clip to my nokia 6600 on Bluetooth when i was a kid and watching it daily 😂",2019-03-01T20:04:39Z,51,happy_video1_kungfu cow (1).xlsx
3235,@theepicguy6575,0,"2:01...
The Matrix original one",2018-06-13T12:04:10Z,50,happy_video1_kungfu cow (1).xlsx
3236,@mohanaryal677,1,I watched this on my father’s Nokia mobile and used to laugh a lot. Quite nostalgic🥰,2021-05-27T07:14:46Z,50,happy_video1_kungfu cow (1).xlsx
3237,@lalan2429,0,When I was 5 years old my family put me this so I can get distracted. Now they feel guilty for making me stupid.,2019-07-11T21:32:38Z,49,happy_video1_kungfu cow (1).xlsx
3238,@pradipff8769,2,When I was 8 year's old I see this video on my dad's mobile soo funny fighting clip😂😂😂,2021-04-27T09:26:47Z,48,happy_video1_kungfu cow (1).xlsx
3239,@reezalpandey4803,2,I can't understand how did cow learn martial arts😁😁😂😂🤣🤣,2022-12-19T18:22:47Z,48,happy_video1_kungfu cow (1).xlsx
3240,@jowhite9195,0,The early 2000's where a time I'm sure Hollywood's not proud of,2019-07-30T05:03:35Z,47,happy_video1_kungfu cow (1).xlsx
3241,@the-ghostx,0,YouTube recommends some weird things to me,2021-03-01T07:12:12Z,47,happy_video1_kungfu cow (1).xlsx
3242,@kumarrishiraj8713,0,Rewatching almost after a decade,2021-03-15T06:45:03Z,47,happy_video1_kungfu cow (1).xlsx
3243,@nathanapplegate5374,2,0:19 that run... 😂😂😂,2019-08-19T06:53:52Z,46,happy_video1_kungfu cow (1).xlsx
3244,@adityanath3570,0,"144p, 3gp, Bluetooth, 2.4"" screen. That's how the story goes like.",2021-03-08T13:19:45Z,45,happy_video1_kungfu cow (1).xlsx
3245,@tomjon6726,1,One of The best cgi of it's time.,2021-02-02T10:27:40Z,44,happy_video1_kungfu cow (1).xlsx
3246,@annisanisa585,0,2019?,2019-02-25T23:41:41Z,44,happy_video1_kungfu cow (1).xlsx
3247,@hassaan552,2,I guess this is how you are high on drugs😂,2020-10-05T18:31:01Z,44,happy_video1_kungfu cow (1).xlsx
3248,@user-ou2jv3ec2e,2,Who is here in 2024😂,2024-05-15T02:43:46Z,44,happy_video1_kungfu cow (1).xlsx
3249,@dimanchesarah1581,0,I'm gonna train my cow how to do those move,2018-09-08T02:21:15Z,43,happy_video1_kungfu cow (1).xlsx
3250,@Dream_IAS_IPS534,2,Who is here in 2024 ?😂😂,2024-06-14T01:06:00Z,43,happy_video1_kungfu cow (1).xlsx
3251,@FordFusion-wz5go,0,Completely forgot this movie existed.,2020-10-13T03:23:43Z,43,happy_video1_kungfu cow (1).xlsx
3252,@farhanahaque9491,2,"I used to watch this clip when I was a child, after almost 10 years later I found this again and I am laughing so much now😂",2021-04-20T13:06:24Z,41,happy_video1_kungfu cow (1).xlsx
3253,@4.32k,0,Reverse 10 years back..lol childhood memories 😭 🇧🇩🇧🇩🇧🇩,2020-09-25T16:51:31Z,40,happy_video1_kungfu cow (1).xlsx
3254,@kumuia735,2,Ahhh this is the same video I used to watch in my dad's phone when I was 8 🤣🤣🤣,2019-10-09T18:27:50Z,40,happy_video1_kungfu cow (1).xlsx
3255,@MUZOVAN,0,1:49 what the,2021-09-25T14:33:37Z,39,happy_video1_kungfu cow (1).xlsx
3256,@shwogydogy1120,0,"Teacher: make Sure you study before all night 

Me all night: 2:00",2021-03-05T16:09:09Z,39,happy_video1_kungfu cow (1).xlsx
3257,@PixarMan2001,0,"I couldn't get into this movie, but I had this scene as a downloaded video on my childhood computer so I'll always love it for that. Definitely the most iconic scene in this movie.",2022-06-22T11:03:22Z,39,happy_video1_kungfu cow (1).xlsx
3258,@luisr5432,0,"Me: mom I want to see the matrix!

Mom: We have the matrix at home.

The matrix at home: 2:00",2021-05-04T18:52:42Z,39,happy_video1_kungfu cow (1).xlsx
3259,@vickydemolia8821,2,I first watched this on my dad's phone when i was 10 and that time i used to watch this every day for week. This is so funny.,2021-02-06T15:16:01Z,38,happy_video1_kungfu cow (1).xlsx
3260,@imjustadog1897,0,"Netflix: Are you still watching? 

Someone's daughter: 1:21 and 1:38",2020-11-14T03:58:48Z,38,happy_video1_kungfu cow (1).xlsx
3261,@karizkhan6947,2,I can't stop my laughing 🤣🤣😂,2021-07-06T14:02:27Z,37,happy_video1_kungfu cow (1).xlsx
3262,@nabajit5495,0,"When I was 4-5 years old (probably 2009-10) my maternal uncle used to play this video, and my mother fed me in a chance of hurry..
Really, the nostalgia returns ❤",2024-06-20T07:15:22Z,37,happy_video1_kungfu cow (1).xlsx
3263,@enriquechavez1784,0,My mind in the middle of an exam:,2021-01-26T01:58:35Z,37,happy_video1_kungfu cow (1).xlsx
3264,@helenamezeskraba151,0,"One fight later:
-cow gets six pack",2021-01-07T13:29:03Z,36,happy_video1_kungfu cow (1).xlsx
3265,@princek1729ygogaming,2,1:13 I can't stop laughing 🤣,2023-01-15T09:50:16Z,36,happy_video1_kungfu cow (1).xlsx
3266,@Hridoy_medhi120,2,"I like the moment when the cow was  
Using milk as gun 🐄🤣😋🤣🤣",2021-03-03T07:40:00Z,35,happy_video1_kungfu cow (1).xlsx
3267,@ojukwuii,2,2:00 my favourite part🤣,2020-12-22T22:04:23Z,34,happy_video1_kungfu cow (1).xlsx
3268,@Tawakallalle,2,"Reminding me when I was a children .
I think it was 2009 or 2008😅🤣😂",2020-11-17T01:18:48Z,34,happy_video1_kungfu cow (1).xlsx
3269,@yaukel1985,0,This is funny when you're 10. Not so much now.,2020-11-13T05:30:28Z,33,happy_video1_kungfu cow (1).xlsx
3270,@Aj_Central,1,Holy crap I haven't seen this in years honestly I never thought I'd see it again I completely forgot about this!!!😆,2021-03-06T02:06:24Z,33,happy_video1_kungfu cow (1).xlsx
3271,@mechstudio6799,0,When my father bought first multimedia phone this was the first video I hav watched,2020-08-04T18:20:01Z,33,happy_video1_kungfu cow (1).xlsx
3272,@johnmarkkapaw-an1494,2,1:33 the cow used undertaker's move in wwe 😂,2019-01-02T02:45:04Z,32,happy_video1_kungfu cow (1).xlsx
3273,@MrPapageorgio,0,"I still to this day occasionally say ""Mmm Birdey Birdey"" when I see song birds.",2021-03-06T18:40:32Z,32,happy_video1_kungfu cow (1).xlsx
3274,@tanvirhasan3239,0,This video was very popular when I was very young in class four or five. It's been a long time since I've seen this video.,2020-11-12T14:35:18Z,31,happy_video1_kungfu cow (1).xlsx
3275,@mimo.4444,1,"Youtube is so smart, this popped out when i searched baka😂😂😂",2019-03-10T13:30:09Z,31,happy_video1_kungfu cow (1).xlsx
3276,@atlas__bloom,2,remembers me of my childhood 😂 lmao,2018-11-05T12:15:12Z,31,happy_video1_kungfu cow (1).xlsx
3277,@itsthepurpleguy8077,1,I don't care what anyone says about this movie I still love it,2020-12-26T03:17:03Z,30,happy_video1_kungfu cow (1).xlsx
3278,@arienroux3565,0,Ok lets be honest we didnt search for this,2020-10-02T01:35:04Z,30,happy_video1_kungfu cow (1).xlsx
3279,@user-bj6xl7re2q,0,"2018.
..?",2018-08-27T11:22:57Z,30,happy_video1_kungfu cow (1).xlsx
3280,@nallis01,1,I can finally confirm that my days as a kid was freaking awesome! They don't make them like this anymore.,2021-05-15T04:36:45Z,30,happy_video1_kungfu cow (1).xlsx
3281,@lavanyagupta1120,2,Refreshed all my memories watching this...used to watch it 10 times a day in my childhood😂😂😂😂,2021-03-08T04:39:50Z,30,happy_video1_kungfu cow (1).xlsx
3282,@rusty13th16,0,0:18 anxiety moment (when it runs at you),2021-01-20T01:34:04Z,29,happy_video1_kungfu cow (1).xlsx
3283,@Raj-tv3rv,2,1:28 undertaker attack 😂😂😂,2020-12-22T08:21:06Z,29,happy_video1_kungfu cow (1).xlsx
3284,@tenayilma8811,0,The cow won because it used its milk as a weapon. the cow is Hillary and the guy trump.,2016-10-20T19:34:11Z,29,happy_video1_kungfu cow (1).xlsx
3285,@AeronWeTrust,0,1:31 that was tombstone pildriver,2017-09-16T15:16:11Z,29,happy_video1_kungfu cow (1).xlsx
3286,@elvinstylar4084,1,Watching this clip after 10 years 😂,2020-09-06T07:16:14Z,29,happy_video1_kungfu cow (1).xlsx
3287,@tebohomalejoane1154,0,This was actually a proper fight scene. 😅,2021-05-09T18:42:08Z,29,happy_video1_kungfu cow (1).xlsx
3288,@anthonya1151,0,"1:46 To flow with the story, the Chosen One was able to switch udder teats in one sitting due to his powers.",2020-08-08T10:06:14Z,29,happy_video1_kungfu cow (1).xlsx
3289,@halimakhan4554,0,waw nice,2017-01-22T13:29:49Z,27,happy_video1_kungfu cow (1).xlsx
3290,@dr_roshan_007,2,Happy to watch it again almost after 12 years... Nostalgic 😊,2023-08-25T10:07:10Z,27,happy_video1_kungfu cow (1).xlsx
