dialog,act,emotion
"[|What are you doing here ? How about your resume now ? |
 | I still have no idea what to do now . |
 | Don't act like this . Please have good thoughts in your mind . What's behind you ? |
 | I could not agree with you more . But I feel worried about what to do next as soon as I begin to write my resume . |
 | There is no need to do like this . We can surf the net and find some templates for resume . |
 | Sounds good . I will do it in a jiffy . OK ! Let's put our heads together . |
 | You said it . We can also find some helpful advice from some experts . |
 | Terrific ! |]",[2 1 2 1 3 4 3 4],"[0,4,0,0,0,0,0,4]"
"[|Mmm . Nice and crunchy . And they leave a space uncovered for you to hold ... |
 | They're so much fun to eat . You can suck all the coating off first ... |
 | Or just stuff the whole thing in your mouth at once ! |
 | But that way you're not savoring it . |
 | Whatever . Give me another pack . |
 | Hey ! The movie hasn't even started and they're almost gone ! |]",[1 1 1 1 3 4],"[4,4,4,0,0,6]"
"[|Good afternoon . I believe that this house is for sale . |
 | That's right . | | May I have a look at it please ? |
 | Yes , of course . Come in . | | How long have you lived here ? |
 | I have lived here for twenty years . |
 | Twenty years ! That's a long time . |
 | Yes , I have been here since 1976 . |
 | Then why do you want to sell it ? |
 | Because I have just retired . I want to buy a small house in the country . |
 | How much does this house cost ? | | 6850 pound . |
 | That's a lot of money ! | | It's worth every penny of it . |
 | Well , I like the house , but I can't decide yet . My wife must see it first . |
 | Women always have the last word . |]",[2 1 3 4 2 1 1 1 2 1 2 1 1 1 1 1],"[0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0]"
"[|What seems to be the problem ? |
 | Your secretary seems to think she is being harassed . |
 | What ? You've got to be kidding me ! |
 | I wish I were , but i am deadly serious . She said you invited her to dinner last week . |
 | Of course I did . As recognition for a job well done . Once a month I invite the most productive employee to dinner . |
 | Well , there is no problem there . But she seemed to think that you were angry when she refused , and that your motives are personal and not professional . |
 | I think she's misinterpreted my intentions . What happens now ? |
 | Our harassment policy requires that we have a meeting with the HR manager and Miss Brown . It's quite serious . You could be reprimanded , or even fired if we find evidence that you were pressuring |
 | I understand that . But I hope that we can get to the bottom fo this and show Miss Brown that she misunderstood my reaction . |
 | That's the purpose of the meeting . Sometimes a mediated conversation will straighten things out , and a little discussion and apology can calm the waters . |]",[2 1 1 1 1 1 2 1 1 1],"[0,0,6,0,0,0,0,0,0,0]"
"[|Good morning . I ’ m looking for a one-bedroom apartment downtown . |
 | Certainly , sir . How much rent did you want to pay ? |
 | Well , I didn ’ t want to pay more than $ 520 a month . |
 | $ 520 a month ? We don ’ t often have apartments as inexpensive as that.We have one apartment for $ 599 a month , on Seventh Avenue . It ’ s near the station . |
 | Is it furnished ? |
 | No . it ’ s unfurnished . It has a kitchen , but no oven.There ’ s a garden in the back , but the tenants can ’ t use it.The landlord lives downstairs.Friends are forbidden in the apartment after midnight . No noise and no television after 11 |
 | No , thank you ! I want an apartment , not a prison . |]",[3 2 1 3 2 1 4],"[0,0,0,6,0,0,0]"
"[|They must have got in through the kitchen window . |
 | If only we'd remember to close it . |
 | I am afraid your diamond bracelet has gone , darling ! |
 | I wish I'd put it in the bank . |
 | Look ! they've taken your fur coat too . |
 | I know , I am sorry I ever bought it . |
 | I noticed they've taken our radio and left the television . |
 | It's a pity they didn't take the tele . We need a new one . Anyway we can claim for all this from the insurance company . |
 | I wish we could , but we can't , you see , we are not insured . |]",[1 1 1 1 1 1 1 1 1],"[0,0,6,0,6,5,0,0,0]"
"[|You'd like coffee , wouldn't you ? |
 | I think I'd rather have tea this morning . |
 | What else are you going to have ? |
 | Just an English muffin . What are you going to have ? |
 | That sounds good . I'm going to order the same thing . |]",[2 1 2 2 1],"[0,0,0,0,4]"
"[|Could you pass me the jacket with wide lapels ? |
 | Certainly.here you are . | | What do you think of it ? |
 | Very smart ! |]",[3 4 2 1],"[0,0,0,4]"
"[|Is this Mr David Richton ? | | Yes . |
 | Hello , Mr David Richton , this is Min Wang calling from network , i am calling about the reporter position you advertised on the internet . |
 | Oh , yes , Mr Wang , i look at your resume you emailed , very impressive , are you a P . M . ~ meet someone like you , i was thinking of calling you this afternoon , and having a telephone interview . |
 | That is wonderful . |]",[2 1 3 3 4],"[0,0,0,4,4]"
"[|this bloody computer ! | | what seems to be the problem ? |
 | my computer just crashed again for the third time today ! |
 | what were you doing when it crashed ? |
 | i was just opening up an attachment in an email about winning the lottery . |
 | I think that might have been a virus . |
 | oh , no ! I thought it seemed a bit strange . |
 | what kind of computer do you have , a Mac or a PC ? |
 | it's a PC . doesn't everyone have a PC in this office ? |
 | no , some people have Macs now , too . | | what's the difference ? |
 | PCs often crash from virus , but it's nearly impossible to get a virus from a Mac . |
 | I didn't know that . | | has your computer turned back on yet ? |
 | yes . | | did you end up losing any of your work ? |
 | fortunately , I saved my work right before it crashed , so it should be OK . |
 | you should probably call the IT department and have them check your computer for virus . |
 | that's a good idea . I'll call them now . Thanks for your help ! |]",[1 2 1 2 1 1 1 2 2 1 2 1 1 2 1 2 1 3 4],"[1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4]"
"[|Can I help you sir , what do you need ? |
 | I need a packet of cigarettes please . |
 | Of course sir , no problem . | | Thanks . |]",[2 3 4 1],"[0,0,0,4]"
"[|Oh , the food here really is bad . My soup was cold and meat , ur ... it was like leather . |
 | Yes . And they don ’ t give you very much either . I ’ m still hungry . |
 | I ’ m sure this one is especially bad . And the word is so unpleasant . |
 | Don ’ t do this ! Don ’ t do that ! You mustn ’ t do this ! You can ’ t do that ! |
 | Well , I ’ m going to write a letter of complaint . |
 | And we ’ ll all help you . |]",[1 1 1 1 1 1],"[1,1,1,1,1,1]"
"[|Why did you buy that painting ? |
 | I think it's beautiful . I want to hang it in the living room . |
 | It looks like some kind of mistake . |
 | That's the beauty of it — the imperfection . |
 | Oh . Who is the artist ? |
 | Your daughter . She sold it at the school auction . |
 | Oh ! How about we hang it over here where everyone can see it ? |
 | I guess you see the value in it , too . |]",[2 1 1 1 2 1 3 4],"[0,4,0,0,0,0,0,0]"
"[|I've heard that you provide very good service , so when I need a mover , I call you guys first . |
 | Thanks a lot for calling us . Could you tell me more about what you need us to do ? |
 | Oh , you see , we are on the 8th floor , and moving into the 6th floor in another building . It is about 15 kilometers to get there . |
 | OK , the cost depends on the floor to move to , the distance between two places and the amount of the furniture to move . |
 | How much will it cost in that case ? |
 | Oh , let me see . It fits the second standard rates . Have a look at the contract , please . |
 | Your charge is divided into two parts , the Payment in Advance and the rest . I thought that I should pay all of it before moving . |
 | No , firstly we sign the contract ; you pay 50 % of what it costs , and the rest when we finish moving . |
 | The damage and compensation item confuses me . Could you give some explanation ? |
 | OK . If any of the articles was damaged during moving , you may make a claim for compensation with our department . |]",[1 3 4 1 2 3 4 1 3 4],"[0,4,0,0,0,0,0,0,0,0]"
"[|Help ! Help ! | | What's the trouble , ma'am ? |
 | I was taking a walk when a young man came at me from nowhere and snatched the bag off my hands and ran away . |
 | What did the young man look like ? |
 | Well , he's young , tall and thin . |
 | To which direction did he run ? |
 | Let me see ... my right arm ... oh , to the east . |]",[3 2 1 2 1 2 1],"[0,0,5,0,0,0,0]"
"[|Good morning ! I am a rookie in our office . |
 | Good morning ! Welcome to our office ! |
 | Nice to meet you ! My name is Peter Smith . |
 | Nice to meet you too ! I am George Williams . |
 | This is my first day at work ! |
 | Well , hope you will enjoy your first day ! |
 | I am new to the work and I will appreciate your guidance ! |
 | I will try my best to assist you if you need any help . |
 | Thank you . It is very kind of you . | | You are welcome . |]",[1 1 1 1 1 1 3 4 1 1],"[0,0,0,0,4,4,0,0,4,4]"
"[|Something wrong ? | | Yes . My car is having problems . |
 | What's wrong ? | | It won't start . |
 | Do you want me to take a look ? |
 | No , thank you . I think I can handle it . |
 | Well , if you change your mind , let me know . |
 | I will . Thanks . That's sweet of you . | | No problem . |
 | I might need some tools though . Do you know where I can get some ? |
 | Sure . I have all kinds of tools . Just ask . I ’ ll be happy to get them for you . |
 | Thanks . That would be very helpful . |
 | Anything for you . Seriously , I don ’ t mind helping . |
 | OK . If you really insist , I could always use the company . |]",[2 1 2 1 2 1 3 4 1 2 3 4 1 1],"[0,0,0,0,0,0,0,4,4,0,4,4,4,4]"
"[|This sucks . I hate buying lingerie . Okay , just find something and get out of here . Alright , these are fine . Oh , no , don ’ t come over here , don ’ t come over here . |
 | You look a little lost , can I help you ? |
 | Um , I ’ m just having a look around . It ’ s my girlfriend ’ s birthday tomorrow . I'm trying to find her something . |
 | Well , you can ’ t give her granny panties . Have you thought about getting her some sleepwear ? We ’ Ve got these lovely , silky nighties . Or , how about a nice panty-and and-bra set . Look , here ’ s a nice satin push-up bra , and you can choose a few different styles of undies to go with it . |
 | Sure that ’ s fine . |
 | This is so awkward ... what ones do I pick ? What size is she ? |
 | Well , do you want a thong , some bikini briefs , maybe this nice pair of lacy boy shorts ? |
 | Just pick something and get the hell out of here . Um , I'll go with these two . This is mortifying . I just want to get this over with . She better thank me for this ... |
 | Here you are , sir . I ’ m sure she ’ ll enjoy them . | | Finally ! |
 | I ’ m sorry , sir . I ’ m going to have to take a look inside your bag . |]",[3 2 1 3 4 2 2 3 4 1 3],"[1,0,0,0,0,0,0,0,0,4,0]"
"[|What is your case against the police ? |
 | They arrested me for nothing . | | What do you mean ? |
 | They weren ’ t supposed to arrest me . | | Didn ’ t they let you go ? |
 | They didn ’ t let me go until the next morning . |
 | So they kept you at the station ? | | They sure did . |
 | Did they tell you why they arrested you ? |
 | I matched the description of a robbery suspect . | | I understand . |
 | I want to take them to court . |]",[2 1 2 1 2 1 2 1 2 1 1 3],"[0,1,0,1,0,1,0,1,0,0,0,1]"
